Age,Sex,Job,Housing,Duration,Purpose,Risk,installment,Other_credit,DTI,month.inc,emp.length,Checking.account,Saving.accounts,credit.amount
29,male,3,own,18,radio/TV,good,64.94444444,0,0.052639999,1233.747063,8,NA,NA,1169
31,male,4,own,36,car,good,248.5277778,0,0.033270923,7469.819134,3,NA,NA,8947
28,female,4,rent,21,radio/TV,good,124.0952381,0,0.245438249,505.6067613,2,little,little,2606
35,female,3,own,12,furniture/equipment,good,132.6666667,0,0.030745871,4314.94247,9,NA,rich,1592
33,female,2,rent,15,furniture/equipment,good,145.7333333,0,0.122292681,1191.676653,2,NA,NA,2186
42,male,3,own,18,furniture/equipment,bad,230.7222222,1,0.559667941,412.2484158,9,little,little,4153
43,male,3,rent,16,car,bad,164.0625,1,0.71836405,228.3835054,8,little,little,2625
44,male,3,own,20,car,good,174.25,0,0.030485471,5715.837548,7,NA,NA,3485
42,male,3,free,36,car,good,291.0277778,0,0.50467456,576.6642523,7,NA,NA,10477
40,male,3,rent,15,radio/TV,good,92.4,1,0.0920671,1003.615836,5,NA,NA,1386
36,male,4,own,24,radio/TV,good,53.25,1,0.143038846,372.2764937,2,NA,little,1278
20,male,4,rent,12,radio/TV,good,92.25,0,0.095865469,962.2860158,4,little,little,1107
24,male,2,own,21,car,good,179.1904762,1,0.220288541,813.4353036,4,little,NA,3763
27,male,3,own,36,education,good,103.0833333,0,0.043937005,2346.162029,5,moderate,NA,3711
46,female,2,own,15,car,good,239.6,0,0.051958361,4611.384909,1,NA,little,3594
33,female,2,own,9,car,good,355,0,0.049879012,7117.221906,2,moderate,NA,3195
34,female,3,own,36,radio/TV,good,123.7222222,0,0.052415524,2360.411807,5,NA,little,4454
25,female,2,own,24,furniture/equipment,bad,197.3333333,1,0.932266418,211.6705369,1,moderate,little,4736
25,female,3,own,30,radio/TV,good,99.7,1,0.113493969,878.4607782,4,moderate,NA,2991
28,male,3,own,11,business,good,194.7272727,0,0.051337379,3793.089525,9,NA,rich,2142
31,male,3,rent,24,business,bad,131.7083333,1,0.351478646,374.7264161,8,little,little,3161
32,female,4,own,48,vacation/others,bad,383.8333333,1,0.55600468,690.3419106,3,moderate,little,18424
32,male,3,own,10,car,good,284.8,0,0.049594142,5742.613663,7,NA,moderate,2848
68,male,4,own,6,car,bad,2482.666667,1,0.359060078,6914.34894,3,little,little,14896
33,male,3,own,24,furniture/equipment,bad,98.29166667,0,0.752623247,130.5987651,6,little,moderate,2359
39,male,4,rent,24,furniture/equipment,bad,139.375,1,0.785268755,177.4870058,3,little,little,3345
28,female,3,own,18,furniture/equipment,good,100.9444444,0,0.014916543,6767.281569,5,NA,little,1817
37,male,4,own,48,radio/TV,good,265.6041667,0,0.071554242,3711.927633,4,NA,quite rich,12749
22,female,3,rent,9,radio/TV,bad,151.7777778,1,0.483940361,313.6290954,8,little,little,1366
30,male,3,rent,12,car,good,166.8333333,0,0.111226305,1499.94494,7,moderate,little,2002
55,male,3,own,24,furniture/equipment,bad,286.3333333,1,0.665311444,430.374881,9,little,little,6872
46,male,3,own,12,car,bad,58.08333333,1,0.666077136,87.20211254,5,little,little,697
21,female,3,rent,18,furniture/equipment,good,58.27777778,0,0.188889083,308.5290953,8,little,little,1049
39,male,3,free,48,car,bad,214.5208333,1,0.704866151,304.3426517,4,little,little,10297
58,male,3,own,30,radio/TV,good,62.23333333,0,0.040449608,1538.539844,5,NA,NA,1867
43,male,2,own,12,car,good,112,0,0.068273596,1640.458497,0,little,little,1344
24,male,2,own,24,furniture/equipment,good,72.79166667,0,0.065946518,1103.798484,1,little,little,1747
22,female,3,own,9,radio/TV,bad,185.5555556,1,0.748903533,247.7696356,5,moderate,little,1670
30,male,3,own,9,car,good,136,0,0.044712507,3041.654563,7,NA,little,1224
42,male,3,own,12,radio/TV,good,43.5,1,0.108308198,401.6316465,8,NA,quite rich,522
23,female,3,own,12,radio/TV,good,124.8333333,0,0.050863737,2454.269773,5,little,little,1498
NA,male,4,own,30,radio/TV,bad,63.96666667,0,0.459855536,139.1016561,4,moderate,moderate,1919
28,female,2,own,9,radio/TV,bad,82.77777778,1,0.667768507,123.9617876,1,rich,little,745
30,male,4,rent,6,radio/TV,good,343.8333333,0,0.172152028,1997.265662,4,moderate,little,2063
42,male,3,free,60,education,bad,104.8,1,0.771139786,135.9027273,8,moderate,little,6288
46,male,4,own,24,car,good,285.0833333,0,0.055362152,5149.426504,3,NA,NA,6842
45,male,4,own,12,car,good,293.9166667,0,0.04432019,6631.665353,4,NA,NA,3527
31,male,2,own,10,car,good,154.6,1,0.143289187,1078.936958,2,NA,little,1546
31,male,3,own,24,furniture/equipment,good,38.70833333,0,0.054749938,707.0023201,9,NA,NA,929
42,male,2,own,4,car,good,363.75,0,0.045844459,7934.437565,2,NA,little,1455
46,female,3,rent,15,furniture/equipment,good,123,1,0.187355177,656.5070791,6,little,little,1845
30,female,3,own,48,car,good,174.125,0,0.050952803,3417.378212,7,moderate,quite rich,8358
30,male,3,free,24,furniture/equipment,bad,139.5416667,1,0.784113417,177.9610751,5,little,quite rich,3349
38,male,4,own,12,car,good,238.25,0,0.072610386,3281.211034,3,NA,NA,2859
43,male,2,own,18,furniture/equipment,bad,85.16666667,1,0.568860003,149.7146332,3,NA,little,1533
31,male,3,own,24,radio/TV,bad,150.875,0,0.481755341,313.1776384,6,NA,moderate,3621
40,male,1,own,18,business,good,199.4444444,1,0.283293659,704.0201501,2,moderate,little,3590
24,male,3,own,36,business,bad,59.58333333,0,0.546484729,109.0301891,1,little,little,2145
28,female,3,rent,24,car,bad,171.375,1,0.64779753,264.5502521,7,moderate,quite rich,4113
26,female,4,own,36,furniture/equipment,bad,304.8333333,0,0.341975368,891.3897371,2,NA,little,10974
29,female,3,own,12,car,good,157.75,1,0.143601583,1098.525491,5,little,little,1893
57,female,4,rent,24,radio/TV,good,51.29166667,0,0.098049274,523.1213316,2,little,rich,1231
49,male,2,own,30,radio/TV,good,121.8666667,0,0.064795757,1880.781583,2,rich,NA,3656
37,male,2,own,9,radio/TV,good,128.2222222,0,0.070016918,1831.303428,2,moderate,little,1154
45,male,2,own,28,car,bad,143.0714286,0,0.551637109,259.3578754,0,little,little,4006
30,male,3,free,24,furniture/equipment,good,127.875,1,0.652784152,195.8917043,7,moderate,moderate,3069
30,male,3,rent,6,radio/TV,good,NA,0,0.108576009,2670.939945,4,NA,little,1740
47,male,3,own,21,car,good,112.047619,0,0.061313572,1827.452158,5,moderate,little,2353
29,male,3,own,15,car,good,237.0666667,0,0.043740656,5419.824227,6,NA,NA,3556
35,male,3,own,24,radio/TV,bad,99.875,1,0.831383908,120.1310237,9,NA,quite rich,2397
22,male,2,own,6,repairs,good,75.66666667,1,0.150486367,502.8140966,3,moderate,little,454
26,female,3,own,30,radio/TV,good,57.16666667,0,0.059098392,967.3133997,6,moderate,NA,1715
23,male,2,own,27,radio/TV,bad,93.33333333,1,0.514251011,181.4937284,2,moderate,quite rich,2520
54,female,4,rent,15,radio/TV,good,237.8666667,0,0.188594907,1261.257109,4,NA,little,3568
29,male,3,rent,42,radio/TV,good,170.6190476,0,0.219360188,777.8031626,9,NA,NA,7166
40,male,2,own,11,car,good,358.0909091,1,0.254829085,1405.219932,3,little,little,3939
22,male,3,own,15,repairs,good,100.9333333,1,0.052477717,1923.356043,9,moderate,moderate,1514
43,male,2,own,24,car,good,308.0416667,0,0.035398609,8702.083967,1,NA,little,7393
29,female,1,rent,24,car,bad,49.70833333,1,0.88891753,55.92007318,2,little,little,1193
36,male,3,rent,60,business,bad,121.6166667,0,0.648275559,187.6002651,11,little,little,7297
NA,female,3,own,30,radio/TV,good,94.36666667,0,0.035012711,2695.211678,5,NA,little,2831
57,female,2,own,24,radio/TV,good,52.41666667,0,0.057459092,912.2432087,2,rich,quite rich,1258
64,female,3,own,6,radio/TV,good,125.5,0,0.06719649,1867.657073,10,moderate,little,753
42,male,3,own,18,business,good,134.8333333,1,0.293984177,458.6414644,8,moderate,NA,2427
47,male,2,own,24,car,bad,105.75,0,0.49008777,215.7776758,3,NA,little,2538
25,male,3,rent,15,car,bad,84.26666667,1,0.661980029,127.2948775,7,moderate,moderate,1264
49,male,3,own,30,furniture/equipment,bad,279.5333333,1,0.464650433,601.5992096,7,moderate,little,8386
33,male,4,rent,48,business,bad,100.9166667,1,0.722767075,139.6254342,1,NA,little,4844
NA,female,4,own,21,car,good,139.1904762,0,0.018527901,7512.479557,1,rich,moderate,2923
26,male,3,own,36,car,bad,228.5833333,1,0.506898137,450.9453021,10,little,little,8229
30,male,2,own,24,furniture/equipment,good,84.5,1,0.227444033,371.5199689,2,NA,little,2028
25,female,3,rent,15,furniture/equipment,good,95.53333333,0,0.019076349,5007.946302,6,little,little,1433
33,male,3,own,42,business,good,149.7380952,0,0.064805272,2310.585084,5,rich,little,6289
64,female,3,own,13,radio/TV,good,108.3846154,0,0.03848459,2816.312069,9,NA,moderate,1409
29,male,4,free,24,car,good,274.125,0,0.542498831,505.3006279,4,little,little,6579
48,male,2,own,24,radio/TV,good,72.625,0,0.034744593,2090.253272,0,moderate,little,1743
37,male,2,own,12,education,good,297.0833333,0,0.033664338,8824.867868,3,NA,NA,3565
34,male,2,own,15,radio/TV,good,104.6,0,0.045965145,2275.637334,0,NA,moderate,1569
23,male,2,rent,18,radio/TV,good,107.5555556,1,0.41452116,259.4693971,2,little,NA,1936
30,male,4,own,36,furniture/equipment,good,109.9722222,1,0.243063247,452.442825,4,little,little,3959
50,male,3,own,12,car,good,NA,0,0.059382937,3353.937645,11,NA,NA,2390
NA,female,2,own,12,furniture/equipment,good,144.6666667,0,0.03789804,3817.259869,3,NA,little,1736
40,male,4,own,30,car,good,128.5666667,0,0.051625231,2490.384318,4,little,little,3857
38,male,3,own,12,radio/TV,good,67,1,0.290940717,230.2874644,10,NA,little,804
23,male,3,free,45,radio/TV,bad,41,0,0.66572355,61.58712581,3,little,little,1845
27,male,3,own,45,car,good,NA,1,0.108390669,938.1701371,7,moderate,moderate,4576
